type,time,year,month,date,breau,station,lat,lon
機車竊盜,1040619,104,6,19,龜山分局,坪頂所,24.9936281,121.3009798
機車竊盜,1040619,104,6,19,中壢分局,中壢所,24.9611395,121.2231058
機車竊盜,1040619,104,6,19,八德分局,四維所,24.9581758,121.2956275
機車竊盜,1040619,104,6,19,中壢分局,普仁所,24.9579954,121.2397214
機車竊盜,1040619,104,6,19,中壢分局,普仁所,24.9549417,121.2428883
機車竊盜,1040619,104,6,19,中壢分局,普仁所,24.9541734,121.2345019
機車竊盜,1040618,104,6,18,桃園分局,中路所,24.9938999,121.289668
機車竊盜,1040618,104,6,18,桃園分局,大樹所,24.9877861,121.3112924
機車竊盜,1040618,104,6,18,中壢分局,興國所,24.9637484,121.2200552
機車竊盜,1040618,104,6,18,中壢分局,中壢所,24.9558349,121.225368
機車竊盜,1040618,104,6,18,中壢分局,普仁所,24.9542944,121.2372598
機車竊盜,1040618,104,6,18,中壢分局,中壢所,24.952967,121.226732
機車竊盜,1040618,104,6,18,平鎮分局,平鎮所,24.9079633,121.2126793
機車竊盜,1040617,104,6,17,桃園分局,埔子所,25.0169596,121.2926236
機車竊盜,1040617,104,6,17,桃園分局,青溪所,25.0167269,121.3114014
機車竊盜,1040617,104,6,17,桃園分局,埔子所,24.998372,121.302861
機車竊盜,1040617,104,6,17,桃園分局,武陵所,24.9889158,121.3103206
機車竊盜,1040617,104,6,17,中壢分局,興國所,24.960392,121.2064098
機車竊盜,1040617,104,6,17,中壢分局,普仁所,24.9517141,121.2336113
機車竊盜,1040617,104,6,17,中壢分局,龍興所,24.938966,121.2311878
機車竊盜,1040617,104,6,17,楊梅分局,楊梅所,24.9122572,121.148249
機車竊盜,1040616,104,6,16,桃園分局,中路所,24.992201,121.299742
機車竊盜,1040616,104,6,16,桃園分局,武陵所,24.9912817,121.3135247
機車竊盜,1040616,104,6,16,中壢分局,文化所,24.9744563,121.2512416
機車竊盜,1040616,104,6,16,中壢分局,中福所,24.9707595,121.2242129
機車竊盜,1040616,104,6,16,中壢分局,中壢所,24.95663,121.224174
機車竊盜,1040616,104,6,16,楊梅分局,楊梅所,24.9148524,121.146392
機車竊盜,1040616,104,6,16,龍潭分局,龍潭所,24.8666608,121.2205754
機車竊盜,1040615,104,6,15,桃園分局,埔子所,25.000389,121.304346
機車竊盜,1040615,104,6,15,桃園分局,埔子所,25.0001859,121.3037362
機車竊盜,1040615,104,6,15,八德分局,高明所,24.9781142,121.273244
機車竊盜,1040615,104,6,15,平鎮分局,平鎮所,24.9116444,121.2101846
機車竊盜,1040614,104,6,14,桃園分局,同安所,25.0332821,121.2502143
機車竊盜,1040614,104,6,14,桃園分局,武陵所,24.992325,121.3113527
機車竊盜,1040614,104,6,14,桃園分局,武陵所,24.991948,121.315981
機車竊盜,1040614,104,6,14,中壢分局,興國所,24.9606182,121.2225283
機車竊盜,1040614,104,6,14,中壢分局,興國所,24.9589296,121.2130145
機車竊盜,1040614,104,6,14,中壢分局,中壢所,24.9547903,121.2249671
機車竊盜,1040614,104,6,14,八德分局,四維所,24.9496964,121.2987453
機車竊盜,1040614,104,6,14,平鎮分局,龍岡所,24.9288937,121.2539893
機車竊盜,1040614,104,6,14,大溪分局,圳頂所,24.9075556,121.2592814
機車竊盜,1040613,104,6,13,龜山分局,大林所,25.0515095,121.3677115
機車竊盜,1040613,104,6,13,桃園分局,同安所,25.0031184,121.3089628
機車竊盜,1040613,104,6,13,桃園分局,武陵所,24.992501,121.307884
機車竊盜,1040613,104,6,13,八德分局,四維所,24.9565029,121.29939
機車竊盜,1040613,104,6,13,龍潭分局,中興所,24.8796602,121.2290384
機車竊盜,1040613,104,6,13,龍潭分局,龍潭所,24.8587803,121.2175786
機車竊盜,1040612,104,6,12,龜山分局,大華所,25.0572946,121.3644222
機車竊盜,1040612,104,6,12,龜山分局,坪頂所,25.0571288,121.3589551
機車竊盜,1040612,104,6,12,龜山分局,大華所,25.0199092,121.3655989
機車竊盜,1040612,104,6,12,桃園分局,龍安所,24.9926479,121.275282
機車竊盜,1040612,104,6,12,中壢分局,興國所,24.9909475,121.1755967
機車竊盜,1040612,104,6,12,中壢分局,興國所,24.9642412,121.2141738
機車竊盜,1040612,104,6,12,中壢分局,興國所,24.96067,121.2174408
機車竊盜,1040612,104,6,12,中壢分局,普仁所,24.9567279,121.234905
機車竊盜,1040612,104,6,12,平鎮分局,宋屋所,24.9469064,121.2047526
機車竊盜,1040612,104,6,12,中壢分局,仁愛所,24.9401317,121.255136
機車竊盜,1040612,104,6,12,中壢分局,仁愛所,24.9377274,121.2567832
機車竊盜,1040612,104,6,12,中壢分局,龍興所,24.9361339,121.2320375
機車竊盜,1040612,104,6,12,龍潭分局,龍潭所,24.8689725,121.2164596
機車竊盜,1040612,104,6,12,龍潭分局,龍潭所,24.8612025,121.216636
機車竊盜,1040612,104,6,12,龍潭分局,高平所,24.828997,121.190828
機車竊盜,1040611,104,6,11,龜山分局,大華所,25.0600534,121.3685836
機車竊盜,1040611,104,6,11,龜山分局,大華所,25.0502769,121.3672596
機車竊盜,1040611,104,6,11,中壢分局,青埔所,25.0140659,121.2036476
機車竊盜,1040611,104,6,11,桃園分局,中路所,24.9927873,121.2998313
機車竊盜,1040611,104,6,11,中壢分局,興國所,24.9615447,121.2079837
機車竊盜,1040611,104,6,11,中壢分局,興國所,24.9604698,121.2219166
機車竊盜,1040611,104,6,11,平鎮分局,宋屋所,24.9570655,121.2044066
機車竊盜,1040611,104,6,11,中壢分局,普仁所,24.9546156,121.2434852
機車竊盜,1040611,104,6,11,中壢分局,中壢所,24.9545683,121.2231249
機車竊盜,1040611,104,6,11,楊梅分局,草湳所,24.919427,121.183615
機車竊盜,1040611,104,6,11,平鎮分局,建安所,24.916875,121.247794
機車竊盜,1040610,104,6,10,龜山分局,大華所,25.04657,121.365631
機車竊盜,1040610,104,6,10,龜山分局,大埔所,25.0360457,121.3910892
機車竊盜,1040610,104,6,10,龜山分局,龜山所,25.0199092,121.3655989
機車竊盜,1040610,104,6,10,桃園分局,武陵所,24.991038,121.311607
機車竊盜,1040610,104,6,10,中壢分局,仁愛所,24.958824,121.261017
機車竊盜,1040610,104,6,10,中壢分局,龍興所,24.9457652,121.225572
機車竊盜,1040610,104,6,10,楊梅分局,楊梅所,24.9179517,121.1381235
機車竊盜,1040610,104,6,10,龍潭分局,中興所,24.8738236,121.2365482
機車竊盜,1040610,104,6,10,龍潭分局,中興所,24.870511,121.2234775
機車竊盜,1040609,104,6,9,大園分局,三果所,25.0748554,121.2575311
機車竊盜,1040609,104,6,9,大園分局,草漯所,25.049342,121.142601
機車竊盜,1040609,104,6,9,中壢分局,龍興所,24.9345676,121.2524895
機車竊盜,1040609,104,6,9,楊梅分局,上湖所,24.9278063,121.1044677
機車竊盜,1040609,104,6,9,楊梅分局,楊梅所,24.9133316,121.1444238
機車竊盜,1040609,104,6,9,龍潭分局,龍潭所,24.8643024,121.2171094
機車竊盜,1040608,104,6,8,桃園分局,埔子所,25.0030689,121.3049651
機車竊盜,1040608,104,6,8,桃園分局,龍安所,24.988636,121.288075
機車竊盜,1040608,104,6,8,中壢分局,中壢所,24.9606677,121.225012
機車竊盜,1040608,104,6,8,中壢分局,龍興所,24.9376203,121.2368033
機車竊盜,1040608,104,6,8,中壢分局,龍興所,24.933977,121.250124
機車竊盜,1040607,104,6,7,桃園分局,埔子所,25.018993,121.283153
機車竊盜,1040607,104,6,7,桃園分局,武陵所,24.9985303,121.3130368
機車竊盜,1040607,104,6,7,中壢分局,文化所,24.9750289,121.2512817
機車竊盜,1040607,104,6,7,中壢分局,普仁所,24.9546947,121.2393656
機車竊盜,1040607,104,6,7,中壢分局,中壢所,24.9512183,121.2244396
機車竊盜,1040607,104,6,7,中壢分局,中壢所,24.9509776,121.2275031
機車竊盜,1040607,104,6,7,中壢分局,龍興所,24.9348629,121.25028
機車竊盜,1040607,104,6,7,中壢分局,龍興所,24.9343359,121.2542393
機車竊盜,1040607,104,6,7,平鎮分局,平鎮所,24.918844,121.203928
機車竊盜,1040607,104,6,7,龍潭分局,中興所,24.8721305,121.2251139
機車竊盜,1040606,104,6,6,龜山分局,龜山所,25.0441012,121.2879228
機車竊盜,1040606,104,6,6,桃園分局,埔子所,25.0148022,121.2920111
機車竊盜,1040606,104,6,6,桃園分局,景福所,24.997345,121.306972
機車竊盜,1040606,104,6,6,中壢分局,內壢所,24.9747115,121.260902
機車竊盜,1040606,104,6,6,八德分局,廣興所,24.96169,121.2876705
機車竊盜,1040606,104,6,6,平鎮分局,宋屋所,24.9523335,121.2101477
機車竊盜,1040606,104,6,6,平鎮分局,宋屋所,24.9385751,121.2095711
機車竊盜,1040606,104,6,6,平鎮分局,建安所,24.9182461,121.2507639
機車竊盜,1040606,104,6,6,平鎮分局,平鎮所,24.9087776,121.2075974
機車竊盜,1040606,104,6,6,楊梅分局,草湳所,24.8940789,121.1700559
機車竊盜,1040605,104,6,5,大園分局,新坡所,25.0147103,121.1323874
機車竊盜,1040605,104,6,5,桃園分局,青溪所,25.0136666,121.317993
機車竊盜,1040605,104,6,5,桃園分局,青溪所,24.998716,121.315474
機車竊盜,1040605,104,6,5,中壢分局,中福所,24.9885304,121.2365122
機車竊盜,1040605,104,6,5,中壢分局,中壢所,24.963292,121.226696
機車竊盜,1040605,104,6,5,中壢分局,興國所,24.962676,121.222086
機車竊盜,1040605,104,6,5,中壢分局,中壢所,24.9626431,121.2290242
機車竊盜,1040605,104,6,5,平鎮分局,宋屋所,24.9523808,121.2096973
機車竊盜,1040604,104,6,4,中壢分局,自強所,25.0185374,121.2841357
機車竊盜,1040604,104,6,4,桃園分局,青溪所,25.0080795,121.3200682
機車竊盜,1040604,104,6,4,中壢分局,中福所,24.9925592,121.2337367
機車竊盜,1040604,104,6,4,龜山分局,龜山所,24.9897839,121.3475582
機車竊盜,1040604,104,6,4,中壢分局,內壢所,24.9758194,121.2526856
機車竊盜,1040604,104,6,4,平鎮分局,宋屋所,24.9527515,121.2145604
機車竊盜,1040604,104,6,4,中壢分局,中壢所,24.9471114,121.2279167
機車竊盜,1040604,104,6,4,中壢分局,龍興所,24.939607,121.23541
機車竊盜,1040604,104,6,4,中壢分局,龍興所,24.9290473,121.2539115
機車竊盜,1040604,104,6,4,楊梅分局,草湳所,24.916609,121.1753341
機車竊盜,1040603,104,6,3,桃園分局,同安所,25.024979,121.3019582
機車竊盜,1040603,104,6,3,桃園分局,同安所,25.0154985,121.317091
機車竊盜,1040603,104,6,3,龜山分局,大林所,24.991456,121.323208
機車竊盜,1040603,104,6,3,龜山分局,大林所,24.9805885,121.330501
機車竊盜,1040603,104,6,3,中壢分局,自強所,24.9724803,121.2595998
機車竊盜,1040603,104,6,3,八德分局,四維所,24.965551,121.300383
機車竊盜,1040602,104,6,2,龜山分局,大華所,25.0600419,121.364608
機車竊盜,1040602,104,6,2,龜山分局,大華所,25.0530358,121.3730146
機車竊盜,1040602,104,6,2,大園分局,草漯所,25.0478088,121.1428383
機車竊盜,1040602,104,6,2,桃園分局,青溪所,25.0107478,121.31187
機車竊盜,1040602,104,6,2,桃園分局,埔子所,25.0057586,121.3039124
機車竊盜,1040602,104,6,2,桃園分局,景福所,24.9997188,121.3094884
機車竊盜,1040602,104,6,2,桃園分局,青溪所,24.9984197,121.3208276
機車竊盜,1040602,104,6,2,桃園分局,景福所,24.997216,121.3048
機車竊盜,1040602,104,6,2,中壢分局,中壢所,24.9572251,121.2237946
機車竊盜,1040602,104,6,2,中壢分局,中壢所,24.9546069,121.2294895
機車竊盜,1040602,104,6,2,八德分局,八德所,24.9313284,121.2974773
機車竊盜,1040601,104,6,1,中壢分局,仁愛所,24.9483319,121.2600479
機車竊盜,1040601,104,6,1,中壢分局,仁愛所,24.9483319,121.2600479
機車竊盜,1040601,104,6,1,楊梅分局,草湳所,24.9179082,121.1844618
機車竊盜,1040601,104,6,1,楊梅分局,草湳所,24.9099274,121.1581953
機車竊盜,1040531,104,5,31,桃園分局,同安所,25.031715,121.302729
機車竊盜,1040531,104,5,31,中壢分局,中福所,24.9729943,121.2336474
機車竊盜,1040531,104,5,31,中壢分局,普仁所,24.9587502,121.2391185
機車竊盜,1040531,104,5,31,中壢分局,興國所,24.9571232,121.2170281
機車竊盜,1040531,104,5,31,中壢分局,中壢所,24.9567798,121.2209541
機車竊盜,1040531,104,5,31,平鎮分局,宋屋所,24.9566115,121.1934106
機車竊盜,1040531,104,5,31,平鎮分局,宋屋所,24.9529666,121.2122063
機車竊盜,1040531,104,5,31,平鎮分局,宋屋所,24.9525767,121.212064
機車竊盜,1040531,104,5,31,平鎮分局,宋屋所,24.9466922,121.2053006
機車竊盜,1040531,104,5,31,龍潭分局,聖亭所,24.8767729,121.1914764
機車竊盜,1040530,104,5,30,八德分局,四維所,24.9632102,121.2973867
機車竊盜,1040530,104,5,30,平鎮分局,宋屋所,24.9560871,121.2025134
機車竊盜,1040529,104,5,29,桃園分局,武陵所,24.9911489,121.3152726
機車竊盜,1040529,104,5,29,楊梅分局,楊梅所,24.9112271,121.150923
機車竊盜,1040528,104,5,28,桃園分局,中路所,24.99568,121.2914
機車竊盜,1040528,104,5,28,平鎮分局,宋屋所,24.9529333,121.2112477
機車竊盜,1040528,104,5,28,八德分局,八德所,24.9344459,121.297671
機車竊盜,1040528,104,5,28,楊梅分局,草湳所,24.9242108,121.1366715
機車竊盜,1040528,104,5,28,龍潭分局,中興所,24.8753728,121.2349011
機車竊盜,1040528,104,5,28,龍潭分局,龍潭所,24.8657715,121.2108325
機車竊盜,1040527,104,5,27,楊梅分局,新屋所,24.9851374,121.1060395
機車竊盜,1040527,104,5,27,中壢分局,文化所,24.98445,121.248353
機車竊盜,1040527,104,5,27,中壢分局,中福所,24.968425,121.2336757
機車竊盜,1040527,104,5,27,中壢分局,普仁所,24.9668845,121.2362577
機車竊盜,1040527,104,5,27,中壢分局,中壢所,24.9546069,121.2294895
機車竊盜,1040527,104,5,27,平鎮分局,龍岡所,24.927927,121.236644
機車竊盜,1040526,104,5,26,中壢分局,文化所,24.9800999,121.250205
機車竊盜,1040526,104,5,26,中壢分局,普仁所,24.9579898,121.2432199
機車竊盜,1040526,104,5,26,中壢分局,普仁所,24.9554795,121.2383467
機車竊盜,1040526,104,5,26,大溪分局,圳頂所,24.9107056,121.2798805
機車竊盜,1040525,104,5,25,龜山分局,迴龍所,25.0175193,121.4028529
機車竊盜,1040525,104,5,25,龜山分局,龜山所,25.0104336,121.342343
機車竊盜,1040525,104,5,25,中壢分局,文化所,24.9993729,121.2303826
機車竊盜,1040525,104,5,25,桃園分局,中路所,24.989558,121.299109
機車竊盜,1040525,104,5,25,楊梅分局,永安所,24.983306,121.0579697
機車竊盜,1040525,104,5,25,中壢分局,中壢所,24.9610239,121.224637
機車竊盜,1040525,104,5,25,楊梅分局,楊梅所,24.9159001,121.1459593
機車竊盜,1040525,104,5,25,龍潭分局,龍潭所,24.8675502,121.2159077
機車竊盜,1040524,104,5,24,桃園分局,中路所,24.9925084,121.3005067
機車竊盜,1040524,104,5,24,中壢分局,文化所,24.983063,121.248362
機車竊盜,1040524,104,5,24,楊梅分局,新屋所,24.9714412,121.102508
機車竊盜,1040524,104,5,24,中壢分局,興國所,24.9673567,121.2164978
機車竊盜,1040524,104,5,24,中壢分局,興國所,24.9574608,121.2035701
機車竊盜,1040523,104,5,23,龜山分局,龜山所,24.9947858,121.3352542
機車竊盜,1040523,104,5,23,中壢分局,興國所,24.9642688,121.2143274
機車竊盜,1040523,104,5,23,中壢分局,龍興所,24.9327216,121.2582342
機車竊盜,1040523,104,5,23,平鎮分局,北勢所,24.9305707,121.2227794
機車竊盜,1040523,104,5,23,楊梅分局,楊梅所,24.914094,121.146423
機車竊盜,1040522,104,5,22,大園分局,草漯所,25.0525772,121.1219945
機車竊盜,1040522,104,5,22,桃園分局,同安所,25.0184985,121.300698
機車竊盜,1040522,104,5,22,桃園分局,埔子所,25.0016069,121.297678
機車竊盜,1040522,104,5,22,桃園分局,龍安所,24.9909189,121.2792915
機車竊盜,1040522,104,5,22,桃園分局,龍安所,24.9909189,121.2792915
機車竊盜,1040522,104,5,22,平鎮分局,宋屋所,24.9535403,121.2136659
機車竊盜,1040522,104,5,22,平鎮分局,北勢所,24.9527717,121.2210007
機車竊盜,1040522,104,5,22,平鎮分局,宋屋所,24.9474502,121.2017884
機車竊盜,1040522,104,5,22,中壢分局,普仁所,24.9470504,121.2468629
機車竊盜,1040522,104,5,22,八德分局,四維所,24.9464972,121.2967724
機車竊盜,1040522,104,5,22,中壢分局,龍興所,24.9302165,121.2435538
機車竊盜,1040522,104,5,22,楊梅分局,楊梅所,24.9148524,121.146392
機車竊盜,1040521,104,5,21,桃園分局,武陵所,24.991038,121.311607
機車竊盜,1040521,104,5,21,龜山分局,龜山所,24.9838456,121.348618
機車竊盜,1040521,104,5,21,龜山分局,龜山所,24.9826134,121.3482508
機車竊盜,1040521,104,5,21,八德分局,四維所,24.9562581,121.2984945
機車竊盜,1040521,104,5,21,平鎮分局,宋屋所,24.9558014,121.2036142
機車竊盜,1040521,104,5,21,平鎮分局,宋屋所,24.953186,121.2106148
機車竊盜,1040521,104,5,21,平鎮分局,平鎮所,24.8984176,121.2099235
機車竊盜,1040521,104,5,21,大溪分局,南雅所,24.8811049,121.2943622
機車竊盜,1040521,104,5,21,龍潭分局,聖亭所,24.8713657,121.1976812
機車竊盜,1040520,104,5,20,龜山分局,大華所,25.0571605,121.3654888
機車竊盜,1040520,104,5,20,中壢分局,文化所,24.9933844,121.2469444
機車竊盜,1040520,104,5,20,楊梅分局,埔頂所,24.9680297,121.1389621
機車竊盜,1040520,104,5,20,八德分局,廣興所,24.9610691,121.2863846
機車竊盜,1040520,104,5,20,楊梅分局,上湖所,24.9337722,121.1217765
機車竊盜,1040520,104,5,20,八德分局,廣興所,24.9182902,121.2554726
機車竊盜,1040520,104,5,20,龍潭分局,聖亭所,24.8674149,121.214033
機車竊盜,1040519,104,5,19,龜山分局,大華所,25.057965,121.3684561
機車竊盜,1040519,104,5,19,桃園分局,青溪所,25.010896,121.310322
機車竊盜,1040519,104,5,19,桃園分局,大樹所,24.9852859,121.3124761
機車竊盜,1040519,104,5,19,楊梅分局,幼獅所,24.9566901,121.1593858
機車竊盜,1040519,104,5,19,中壢分局,普仁所,24.9493641,121.230828
機車竊盜,1040519,104,5,19,中壢分局,仁愛所,24.9358775,121.2854341
機車竊盜,1040519,104,5,19,龍潭分局,高平所,24.8420234,121.176546
機車竊盜,1040518,104,5,18,大園分局,草漯所,25.0359702,121.1147394
機車竊盜,1040518,104,5,18,桃園分局,同安所,25.022316,121.299854
機車竊盜,1040518,104,5,18,大園分局,新坡所,24.996727,121.1567203
機車竊盜,1040518,104,5,18,桃園分局,中路所,24.9922211,121.2934047
機車竊盜,1040518,104,5,18,桃園分局,武陵所,24.990725,121.319116
機車竊盜,1040518,104,5,18,龜山分局,大林所,24.9888709,121.325045
機車竊盜,1040518,104,5,18,八德分局,四維所,24.9618628,121.297388
機車竊盜,1040518,104,5,18,中壢分局,仁愛所,24.9476468,121.261813
機車竊盜,1040518,104,5,18,楊梅分局,幼獅所,24.9215431,121.1709638
機車竊盜,1040517,104,5,17,大園分局,竹圍所,25.104515,121.2424216
機車竊盜,1040517,104,5,17,桃園分局,大樹所,24.9828866,121.31753
機車竊盜,1040517,104,5,17,桃園分局,大樹所,24.9807665,121.3192792
機車竊盜,1040517,104,5,17,中壢分局,內壢所,24.97569,121.258257
機車竊盜,1040517,104,5,17,中壢分局,普仁所,24.958447,121.244141
機車竊盜,1040517,104,5,17,平鎮分局,平鎮所,24.9210551,121.1960867
機車竊盜,1040517,104,5,17,楊梅分局,草湳所,24.920452,121.187335
機車竊盜,1040516,104,5,16,龜山分局,大林所,24.986254,121.3373167
機車竊盜,1040516,104,5,16,桃園分局,大樹所,24.979721,121.3075589
機車竊盜,1040516,104,5,16,中壢分局,中壢所,24.9615563,121.2246992
機車竊盜,1040516,104,5,16,中壢分局,仁愛所,24.9521289,121.2624243
機車竊盜,1040516,104,5,16,平鎮分局,宋屋所,24.9475976,121.2109089
機車竊盜,1040516,104,5,16,楊梅分局,楊梅所,24.9084335,121.1471589
機車竊盜,1040516,104,5,16,大溪分局,圳頂所,24.906557,121.2729438
機車竊盜,1040516,104,5,16,大溪分局,三元所,24.886068,121.266418
機車竊盜,1040515,104,5,15,桃園分局,武陵所,24.9954515,121.3235664
機車竊盜,1040515,104,5,15,龜山分局,大林所,24.9933618,121.330941
機車竊盜,1040515,104,5,15,中壢分局,普仁所,24.956202,121.235392
機車竊盜,1040515,104,5,15,楊梅分局,草湳所,24.9318826,121.1652046
機車竊盜,1040515,104,5,15,楊梅分局,草湳所,24.9153568,121.1860954
機車竊盜,1040514,104,5,14,龜山分局,大華所,25.0199092,121.3655989
機車竊盜,1040514,104,5,14,桃園分局,龍安所,24.99243,121.2749859
機車竊盜,1040514,104,5,14,中壢分局,普仁所,24.956594,121.236918
機車竊盜,1040514,104,5,14,中壢分局,普仁所,24.9548681,121.2427683
機車竊盜,1040514,104,5,14,中壢分局,中壢所,24.9495913,121.2247653
機車竊盜,1040514,104,5,14,中壢分局,龍興所,24.9469964,121.2260264
機車竊盜,1040514,104,5,14,中壢分局,普仁所,24.9462183,121.2312843
機車竊盜,1040514,104,5,14,楊梅分局,幼獅所,24.9196967,121.1711419
機車竊盜,1040514,104,5,14,平鎮分局,平鎮所,24.9046896,121.212247
機車竊盜,1040513,104,5,13,大園分局,埔心所,25.0201483,121.2306146
機車竊盜,1040513,104,5,13,桃園分局,青溪所,24.993598,121.3296252
機車竊盜,1040513,104,5,13,桃園分局,武陵所,24.991437,121.313176
機車竊盜,1040513,104,5,13,中壢分局,文化所,24.971793,121.2476162
機車竊盜,1040513,104,5,13,中壢分局,中壢所,24.957672,121.225002
機車竊盜,1040513,104,5,13,中壢分局,龍興所,24.9452991,121.2470957
機車竊盜,1040513,104,5,13,楊梅分局,草湳所,24.9084504,121.1795125
機車竊盜,1040513,104,5,13,楊梅分局,楊梅所,24.9043856,121.1425967
機車竊盜,1040512,104,5,12,桃園分局,武陵所,24.9930043,121.3106736
機車竊盜,1040512,104,5,12,桃園分局,大樹所,24.9827239,121.314115
機車竊盜,1040512,104,5,12,楊梅分局,新屋所,24.9746376,121.1054784
機車竊盜,1040512,104,5,12,中壢分局,興國所,24.9611084,121.21425
機車竊盜,1040512,104,5,12,平鎮分局,宋屋所,24.9529026,121.2108392
機車竊盜,1040512,104,5,12,中壢分局,普仁所,24.9410688,121.2414906
機車竊盜,1040512,104,5,12,中壢分局,龍興所,24.9374136,121.2498374
機車竊盜,1040512,104,5,12,楊梅分局,楊梅所,24.9148524,121.146392
機車竊盜,1040512,104,5,12,楊梅分局,上湖所,24.9077214,121.1186007
機車竊盜,1040512,104,5,12,大溪分局,圳頂所,24.906225,121.260901
機車竊盜,1040511,104,5,11,龜山分局,大華所,25.0627704,121.3675643
機車竊盜,1040511,104,5,11,龜山分局,大華所,25.0572946,121.3644222
機車竊盜,1040511,104,5,11,龜山分局,龜山所,24.9981929,121.340142
機車竊盜,1040511,104,5,11,中壢分局,自強所,24.972712,121.26053
機車竊盜,1040511,104,5,11,中壢分局,中壢所,24.9533927,121.2232815
機車竊盜,1040511,104,5,11,中壢分局,中壢所,24.9528066,121.2259248
機車竊盜,1040511,104,5,11,中壢分局,中壢所,24.9517699,121.223671
機車竊盜,1040511,104,5,11,平鎮分局,北勢所,24.9504743,121.2167543
機車竊盜,1040511,104,5,11,平鎮分局,宋屋所,24.9466922,121.2053006
機車竊盜,1040511,104,5,11,八德分局,八德所,24.9267531,121.2833433
機車竊盜,1040511,104,5,11,平鎮分局,建安所,24.9160675,121.2491991
機車竊盜,1040510,104,5,10,桃園分局,青溪所,25.0118226,121.3148723
機車竊盜,1040510,104,5,10,桃園分局,武陵所,24.9903623,121.3171355
機車竊盜,1040510,104,5,10,中壢分局,興國所,24.9654027,121.2136309
機車竊盜,1040510,104,5,10,中壢分局,自強所,24.9652529,121.262808
機車竊盜,1040510,104,5,10,八德分局,四維所,24.9597432,121.2975794
機車竊盜,1040510,104,5,10,中壢分局,中壢所,24.9585571,121.2255035
機車竊盜,1040510,104,5,10,中壢分局,中壢所,24.9567798,121.2209541
機車竊盜,1040510,104,5,10,中壢分局,普仁所,24.948981,121.2454444
機車竊盜,1040510,104,5,10,八德分局,八德所,24.931145,121.283784
機車竊盜,1040510,104,5,10,平鎮分局,建安所,24.91195,121.232258
機車竊盜,1040509,104,5,9,大溪分局,三民所,24.9936281,121.3009798
機車竊盜,1040509,104,5,9,中壢分局,青埔所,24.9721514,121.2053963
機車竊盜,1040509,104,5,9,中壢分局,自強所,24.9646679,121.2632401
機車竊盜,1040509,104,5,9,中壢分局,中壢所,24.9520882,121.2249123
機車竊盜,1040509,104,5,9,楊梅分局,楊梅所,24.9102928,121.1530575
機車竊盜,1040508,104,5,8,大園分局,潮音所,25.0626665,121.1749815
機車竊盜,1040508,104,5,8,龜山分局,龜山所,24.9935784,121.340396
機車竊盜,1040508,104,5,8,桃園分局,龍安所,24.9776782,121.2692629
機車竊盜,1040508,104,5,8,中壢分局,內壢所,24.9745038,121.2563014
機車竊盜,1040508,104,5,8,中壢分局,興國所,24.9606131,121.2217822
機車竊盜,1040508,104,5,8,八德分局,大安所,24.9593714,121.3046478
機車竊盜,1040508,104,5,8,中壢分局,仁愛所,24.9482918,121.2616103
機車竊盜,1040508,104,5,8,楊梅分局,楊梅所,24.9179099,121.1382842
機車竊盜,1040508,104,5,8,楊梅分局,楊梅所,24.9159001,121.1459593
機車竊盜,1040507,104,5,7,龜山分局,大華所,25.0548573,121.3623852
機車竊盜,1040507,104,5,7,八德分局,高明所,24.9784847,121.2728218
機車竊盜,1040507,104,5,7,中壢分局,普仁所,24.9438854,121.2479761
機車竊盜,1040507,104,5,7,平鎮分局,建安所,24.918111,121.246987
機車竊盜,1040507,104,5,7,大溪分局,圳頂所,24.9099347,121.2813632
機車竊盜,1040507,104,5,7,龍潭分局,中興所,24.8759581,121.2332804
機車竊盜,1040507,104,5,7,桃園分局,青溪所,24.8567115,121.2934902
機車竊盜,1040506,104,5,6,桃園分局,同安所,25.0143064,121.3047057
機車竊盜,1040506,104,5,6,桃園分局,埔子所,25.0103851,121.2969754
機車竊盜,1040506,104,5,6,桃園分局,埔子所,25.0070418,121.2961248
機車竊盜,1040506,104,5,6,桃園分局,武陵所,24.9958088,121.3147061
機車竊盜,1040506,104,5,6,平鎮分局,建安所,24.9177567,121.2530277
機車竊盜,1040505,104,5,5,龜山分局,大華所,25.0642997,121.3620094
機車竊盜,1040505,104,5,5,八德分局,高明所,24.9736303,121.2696
機車竊盜,1040505,104,5,5,楊梅分局,幼獅所,24.9212566,121.1700379
機車竊盜,1040504,104,5,4,龜山分局,大華所,25.0616876,121.3675081
機車竊盜,1040504,104,5,4,楊梅分局,新屋所,24.9826597,121.067907
機車竊盜,1040504,104,5,4,中壢分局,中福所,24.9774976,121.2362664
機車竊盜,1040504,104,5,4,中壢分局,普仁所,24.9588598,121.2386088
機車竊盜,1040504,104,5,4,中壢分局,中壢所,24.9571359,121.22542
機車竊盜,1040504,104,5,4,楊梅分局,草湳所,24.9192084,121.1838017
機車竊盜,1040503,104,5,3,中壢分局,中福所,24.9671634,121.2305403
機車竊盜,1040503,104,5,3,中壢分局,自強所,24.9635834,121.2537126
機車竊盜,1040503,104,5,3,八德分局,大安所,24.9628281,121.3055139
機車竊盜,1040503,104,5,3,中壢分局,興國所,24.9581122,121.2162738
機車竊盜,1040503,104,5,3,中壢分局,興國所,24.9576975,121.2099922
機車竊盜,1040503,104,5,3,中壢分局,中壢所,24.9561901,121.2243002
